time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_7_to_28cm (°C),soil_moisture_7_to_28cm (m³/m³)
1612238400,20.2,65,13.4,924.3,0,0,12.7,82,22.1,0.328
1612242000,23,49,11.7,924.6,0,0,14.9,83,22.2,0.327
1612245600,24.8,39,10.1,924.6,0,2,15.2,83,22.4,0.327
1612249200,25.7,40,11.1,923.4,0,4,14.1,84,22.7,0.326
1612252800,26.3,39,11.4,922.8,0,4,13.4,84,23,0.326
1612256400,26.8,39,11.6,921.8,0,7,13,85,23.3,0.326
1612260000,26.8,38,11.2,921.4,0,25,11.9,88,23.6,0.325
1612263600,26.5,38,10.9,921,0,8,11.5,88,23.8,0.325
1612267200,25.7,39,10.7,921.4,0,13,10.8,90,24,0.325
1612270800,24.1,44,11.1,922,0,9,8.3,95,24.1,0.325
1612274400,22.8,50,11.8,922.6,0,15,10.1,96,24.1,0.325
1612278000,21.3,58,12.8,923.1,0,16,12.1,100,24.1,0.325
1612281600,20,67,13.7,923.4,0,10,12.9,103,24,0.325
1612285200,19.2,73,14.3,923,0,5,13,104,23.9,0.325
1612288800,18.3,81,14.9,922.9,0,5,13.6,102,23.7,0.325
1612292400,18.1,84,15.4,922.5,0,26,12.8,100,23.6,0.325
1612296000,17.8,89,16,921.6,0,66,12.4,98,23.4,0.325
1612299600,17.6,92,16.2,921.2,0,67,11.7,99,23.2,0.325
1612303200,17.4,93,16.3,920.5,0,83,11.3,99,23.1,0.325
1612306800,17.2,94,16.2,920.4,0,71,10.5,94,22.9,0.325
1612310400,16.9,96,16.2,921,0,48,10.4,90,22.8,0.325
1612314000,16.7,96,16.1,921.6,0,46,10.1,88,22.6,0.325
1612317600,16.9,94,15.9,922.6,0,76,11.2,88,22.5,0.325
1612321200,17.6,88,15.6,923.2,0,37,15.1,93,22.4,0.325
1612324800,19.9,72,14.8,923.5,0,29,14,91,22.4,0.325
1612328400,22.5,59,14,923.9,0,5,13.3,90,22.5,0.324
1612332000,24.3,49,13,924,0,12,13.3,88,22.7,0.324
1612335600,25.5,45,12.6,922.7,0,44,12.6,90,22.9,0.324
1612339200,26.2,41,12,922,0,75,10.5,94,23.2,0.323
1612342800,26.2,40,11.7,920.8,0,56,9.8,98,23.5,0.323
1612346400,26.4,40,11.6,920.3,0,100,8,100,23.7,0.323
1612350000,25.7,42,12,920.2,0,70,10.2,108,23.9,0.322
1612353600,24.6,47,12.6,920.7,0,41,11.6,112,24,0.322
1612357200,23.4,52,12.8,921.7,0,47,11.1,115,24.1,0.322
1612360800,22,56,12.8,922.3,0,44,11.3,117,24.1,0.322
1612364400,20.9,59,12.6,922.7,0,24,11.6,112,24,0.322
1612368000,19.7,63,12.3,923.1,0,13,12,106,23.9,0.322
1612371600,18.7,65,12.1,923,0,21,12.4,100,23.8,0.322
1612375200,17.8,69,12,922.4,0,23,13,96,23.6,0.322
1612378800,17.2,72,12.1,921.8,0,25,12.7,97,23.5,0.322
1612382400,16.5,76,12.2,920.8,0,26,11.7,99,23.3,0.322
1612386000,15.9,79,12.3,920.3,0,25,10.6,100,23.1,0.322
1612389600,15.4,81,12.2,920.1,0,26,10,103,22.9,0.322
1612393200,15,83,12,920.1,0,26,9.1,97,22.7,0.322
1612396800,14.6,84,11.9,920.8,0,26,8.6,92,22.4,0.322
1612400400,14.2,85,11.8,921.3,0,27,8.3,92,22.2,0.322
1612404000,14.7,83,11.9,922.3,0,8,10.5,94,22,0.322
1612407600,17.7,66,11.2,923.1,0,3,10.6,100,21.9,0.322
1612411200,20.7,50,9.9,923.6,0,0,11.4,101,21.9,0.322
1612414800,23,43,9.9,924,0,0,11.6,95,22,0.322
1612418400,24.7,40,10.2,924.2,0,0,11.2,90,22.3,0.321
1612422000,25.8,33,8.2,923.1,0,0,10.4,88,22.6,0.321
1612425600,26.6,32,8.3,922.3,0,0,9.5,81,22.9,0.321
1612429200,27,31,8.3,921.1,0,0,9.3,77,23.2,0.32
1612432800,27,31,8.2,920.4,0,0,9.5,65,23.6,0.32
1612436400,26.7,31,8.1,920.4,0,0,9.2,64,23.8,0.319
1612440000,25.8,33,8.2,920.5,0,0,8.3,72,24,0.319
1612443600,23.5,40,9.1,921,0,0,7.2,90,24.1,0.319
1612447200,21.6,47,9.8,921,0,0,8,95,24.1,0.319
1612450800,20.3,54,10.7,921.7,0,0,9.5,101,24,0.319
1612454400,19.3,61,11.5,922.5,0,0,11.2,105,23.9,0.319
1612458000,18.5,67,12.2,922.4,0,0,12.5,108,23.8,0.319
1612461600,17.6,73,12.6,921.7,0,0,13,109,23.6,0.319
1612465200,16.9,76,12.7,921.6,0,0,12.6,110,23.4,0.319
1612468800,16,82,13,920.5,0,0,11.5,110,23.3,0.319
1612472400,15.3,87,13.2,920,0,0,10,105,23,0.319
1612476000,14.7,91,13.3,919.5,0,2,9.3,106,22.8,0.319
1612479600,14.2,94,13.3,919.5,0,13,8.8,99,22.6,0.319
1612483200,13.9,95,13.1,920.1,0,23,8.6,92,22.4,0.319
1612486800,13.6,95,12.9,920.9,0,19,8.6,88,22.1,0.319
1612490400,14,93,12.9,922,0,2,9.7,88,21.9,0.319
1612494000,17.7,72,12.5,922.5,0,0,8.6,92,21.8,0.319
1612497600,21,54,11.4,923.1,0,0,7.9,93,21.8,0.319
1612501200,23.5,44,10.4,923.4,0,2,6.2,80,22,0.319
1612504800,25.3,38,9.8,923.5,0,9,4.9,54,22.2,0.318
1612508400,26.2,37,10.2,922.1,0,18,5.5,23,22.6,0.318
1612512000,27.2,34,9.9,921.4,0,20,6.5,6,22.9,0.318
1612515600,27.7,32,9.4,920.3,0,16,7.2,360,23.3,0.317
1612519200,27.9,31,9,919.5,0,12,7.9,344,23.7,0.317
1612522800,27.6,30,8.6,919.3,0,1,8,350,24,0.316
1612526400,26.7,31,8.4,919.6,0,1,6.8,360,24.2,0.316
1612530000,24.9,37,9.1,919.6,0,2,9,16,24.3,0.316
1612533600,22.5,43,9.3,919.8,0,0,8,36,24.3,0.316
1612537200,20.7,47,9.1,919.8,0,0,8,54,24.2,0.316
1612540800,19.4,50,8.8,920.7,0,4,9.4,72,24.1,0.316
1612544400,18.4,54,9.1,920.7,0,1,11.9,88,24,0.316
1612548000,17.4,64,10.5,920.6,0,1,13.8,97,23.8,0.316
1612551600,16.8,76,12.5,920.4,0,0,13.9,100,23.6,0.316
1612555200,16,84,13.3,919.5,0,0,13.2,101,23.4,0.316
1612558800,15.2,90,13.7,918.9,0,1,12.1,102,23.2,0.316
1612562400,14.7,94,13.8,918.5,0,63,10.9,107,23,0.316
1612566000,14.3,96,13.6,918,0,80,10.1,107,22.8,0.316
1612569600,14,96,13.3,918.8,0,82,9.3,106,22.5,0.316
1612573200,13.7,95,13,919.7,0,67,8.1,103,22.3,0.316
1612576800,14.1,92,12.8,920.7,0,17,7.7,101,22.1,0.316
1612580400,17.8,68,11.8,921.2,0,0,7.6,93,22,0.316
1612584000,21.3,49,10.1,921.5,0,0,8.6,88,22,0.316
1612587600,24.1,39,9.2,922,0,0,9.6,77,22.1,0.316
1612591200,26,34,9,922.3,0,0,10,52,22.4,0.316
1612594800,26.9,32,8.9,921.2,0,0,10.8,37,22.7,0.315
1612598400,27.7,29,8.3,920.5,0,0,11.1,36,23,0.315
1612602000,28.1,27,7.6,919.5,0,0,11.5,39,23.4,0.314
1612605600,28.1,27,7.1,918.8,0,0,11.9,35,23.7,0.314
1612609200,27.6,26,6.5,918.8,0,0,12.3,40,24,0.314
1612612800,26.6,27,6.2,919,0,0,10.7,48,24.2,0.314
1612616400,24.2,33,6.7,919.3,0,0,7.4,61,24.3,0.313
1612620000,22.1,38,6.9,919.6,0,0,8.3,72,24.3,0.313
1612623600,20.6,43,7.5,920.2,0,0,10.1,84,24.2,0.313
1612627200,19.5,49,8.5,920.8,0,0,12.6,95,24.1,0.313
1612630800,18.5,57,9.7,920.9,0,0,14.2,99,24,0.313
1612634400,17.5,64,10.7,920.7,0,0,14.2,97,23.8,0.313
1612638000,16.8,73,11.9,920.5,0,0,13,93,23.6,0.313
1612641600,16,80,12.5,919.5,0,0,11.5,88,23.4,0.313
1612645200,15.4,85,12.8,918.9,0,0,10.9,81,23.2,0.314
1612648800,15,85,12.5,918.5,0,0,9.8,73,23,0.314
1612652400,14.7,80,11.4,918.6,0,0,10.4,70,22.7,0.314
1612656000,14.6,73,9.8,919.3,0,0,10.5,68,22.5,0.314
1612659600,14.5,67,8.3,919.9,0,0,10.3,65,22.3,0.314
1612663200,15.1,60,7.5,920.7,0,0,12.4,64,22.1,0.314
1612666800,18.8,44,6.4,921.6,0,0,13.2,64,21.9,0.313
1612670400,22,31,4.2,921.9,0,0,16.3,62,22,0.313
1612674000,24,23,1.8,922.5,0,0,17.4,60,22.1,0.313
1612677600,25.3,21,1.6,922.7,0,0,16.3,62,22.3,0.313
1612681200,26.4,20,1.9,921.5,0,0,15.3,66,22.6,0.312
1612684800,27.2,20,2.4,920.9,0,0,14.2,69,22.9,0.312
1612688400,27.5,20,2.8,919.9,0,0,13.6,73,23.3,0.312
1612692000,27.5,21,3.1,919.4,0,0,10.8,75,23.6,0.311
1612695600,27,22,3.2,919.2,0,0,10.9,73,23.8,0.311
1612699200,25.9,24,3.6,919.8,0,0,9.3,74,24,0.311
1612702800,23.2,29,4.3,919.7,0,0,8,80,24.1,0.311
1612706400,21.2,34,4.7,920.5,0,0,9.1,81,24.1,0.311
1612710000,19.8,38,5,920.6,0,0,10.1,86,24,0.311
1612713600,18.7,42,5.4,921.3,0,2,11.2,88,23.9,0.311
1612717200,17.8,47,6.3,921.5,0,0,11.9,90,23.7,0.311
1612720800,17,54,7.5,921.6,0,0,12.6,90,23.5,0.311
1612724400,16.5,61,8.9,920.9,0,0,12.6,88,23.3,0.311
1612728000,15.8,69,10.1,920.2,0,0,11.6,85,23.1,0.311
1612731600,15.2,74,10.6,919.8,0,9,10.6,80,22.9,0.311
1612735200,14.7,75,10.4,919.3,0,18,10.7,78,22.7,0.311
1612738800,14.4,75,9.9,919.7,0,21,10.9,73,22.5,0.311
1612742400,14.2,71,9.1,919.9,0,17,11.2,69,22.2,0.311
1612746000,14.1,68,8.3,920.9,0,21,11.5,70,22,0.311
1612749600,14.8,64,8,921.8,0,5,13.2,68,21.8,0.311
1612753200,18.4,51,8.1,922.6,0,8,14.2,69,21.7,0.311
1612756800,21.3,42,7.8,922.5,0,5,18.7,67,21.7,0.311
1612760400,23.3,35,6.9,923.2,0,8,17.8,69,21.8,0.31
1612764000,25,31,6.7,923.3,0,8,15.9,72,22,0.31
1612767600,25.8,27,5.6,922.1,0,9,14.7,73,22.3,0.31
1612771200,26.8,26,5.6,921.6,0,10,13.4,76,22.7,0.309
1612774800,27.3,25,5.5,920.8,0,12,12.8,79,23,0.309
1612778400,27.3,25,5.5,920.3,0,12,11.5,76,23.3,0.309
1612782000,26.8,26,5.5,919.9,0,0,11.9,76,23.6,0.309
1612785600,25.7,28,5.8,920.6,0,0,10.6,80,23.8,0.308
1612789200,23.2,34,6.7,920.6,0,0,7.6,93,23.9,0.308
1612792800,21.3,41,7.6,921.1,0,0,9.5,99,23.9,0.308
1612796400,20,49,8.9,921.4,0,0,10.3,102,23.8,0.308
1612800000,18.9,57,10.2,921.8,0,0,11.2,105,23.7,0.308
1612803600,17.9,65,11.3,922,0,0,11.6,106,23.6,0.308
1612807200,17,73,12.1,921.7,0,0,12.1,102,23.4,0.308
1612810800,16.6,79,13,920.9,0,0,12.3,97,23.2,0.308
1612814400,15.9,86,13.6,920.2,0,0,12.2,92,23,0.308
1612818000,15.2,92,14,919.6,0,0,11.5,90,22.8,0.308
1612821600,14.7,96,14,919,0,3,11.9,90,22.6,0.308
1612825200,14.5,97,13.9,919.3,0,16,10.4,88,22.4,0.308
1612828800,14.2,97,13.7,919.9,0,52,10.5,84,22.2,0.308
1612832400,14,97,13.5,920.7,0,49,10.8,86,22,0.308
1612836000,14.2,95,13.4,921.4,0,30,11.5,88,21.8,0.308
1612839600,16.5,80,13.1,922.3,0,0,11.5,92,21.6,0.308
1612843200,19.7,56,10.6,922.5,0,2,13.3,92,21.6,0.308
1612846800,21.8,42,8.1,923,0,3,14.8,90,21.7,0.308
1612850400,23.4,38,8.3,923.1,0,4,14.4,89,22,0.308
1612854000,24.4,40,9.9,922,0,9,13.7,87,22.2,0.308
1612857600,25.4,38,10.2,921,0,16,13,84,22.6,0.307
1612861200,26.1,37,10.2,920.1,0,17,12.7,82,22.9,0.307
1612864800,26.2,36,10.1,919.3,0,22,12,83,23.2,0.307
1612868400,25.8,37,9.9,919.3,0,20,11.3,83,23.5,0.307
1612872000,24.8,39,9.8,919.6,0,18,10.9,82,23.7,0.307
1612875600,22.8,45,10.1,920.4,0,16,7.6,93,23.8,0.306
1612879200,21,50,10.3,920.3,0,8,9.5,99,23.8,0.306
1612882800,19.8,55,10.5,920.3,0,5,10.7,102,23.7,0.306
1612886400,18.7,60,10.8,920.8,0,0,10.2,100,23.6,0.306
1612890000,17.7,65,10.9,920.7,0,0,10.2,98,23.5,0.306
1612893600,16.7,69,11,920.3,0,0,9.8,96,23.3,0.307
1612897200,16.2,75,11.7,919.8,0,0,9.4,94,23.1,0.307
1612900800,15.3,80,11.9,919.1,0,0,9,90,22.9,0.307
1612904400,14.5,86,12.1,918.3,0,0,8.6,90,22.7,0.307
1612908000,13.7,91,12.3,917.7,0,0,8.3,92,22.5,0.307
1612911600,13,94,12.1,917.9,0,0,7.2,93,22.2,0.307
1612915200,12.4,96,11.7,918.5,0,0,6.5,87,22,0.307
1612918800,11.6,98,11.3,919.1,0,0,6.8,72,21.7,0.307
1612922400,11.8,98,11.5,920.1,0,50,7.7,62,21.4,0.307
1612926000,16.8,73,11.9,921.1,0,1,6.2,69,21.3,0.307
1612929600,20.5,36,5.1,921.6,0,0,8.1,69,21.3,0.306
1612933200,23.1,24,1.3,921.9,0,0,9.4,72,21.5,0.306
1612936800,25,20,0.2,922,0,0,10.2,80,21.7,0.306
1612940400,26.2,19,0.6,920.9,0,0,10.8,88,22,0.306
1612944000,27.2,18,0.9,920.3,0,0,11.2,92,22.4,0.305
1612947600,27.6,18,1.5,919.1,0,0,10.8,88,22.8,0.305
1612951200,27.6,19,2.1,918.5,0,0,9.9,80,23.2,0.305
1612954800,27.1,20,2.5,918.2,0,0,9.3,74,23.5,0.304
1612958400,26.1,23,3.3,918.8,0,0,8,82,23.7,0.304
1612962000,23.6,30,4.8,918.7,0,0,8.7,97,23.8,0.304
1612965600,21.2,36,5.6,919.1,0,7,8.8,102,23.8,0.304
1612969200,19.8,42,6.6,919.2,0,8,9.7,105,23.7,0.304
1612972800,18.7,48,7.6,920,0,10,10,105,23.6,0.304
1612976400,17.7,55,8.5,919.8,0,12,9.6,103,23.5,0.304
1612980000,16.9,61,9.3,919.4,0,16,9.9,100,23.3,0.304
1612983600,16.2,66,9.9,919.3,0,17,10.2,100,23.1,0.304
1612987200,15.4,74,10.7,918.5,0,20,10.1,96,22.9,0.304
1612990800,14.5,82,11.5,917.4,0,25,8.7,83,22.7,0.304
1612994400,13.7,90,12,916.5,0,23,8.3,85,22.4,0.304
1612998000,13,94,12,916.4,0,34,7.9,93,22.2,0.304
1613001600,12.6,96,12,917.6,0,80,8,100,21.9,0.304
1613005200,12.2,98,11.8,918.4,0,88,7.3,99,21.7,0.304
1613008800,12.6,98,12.2,919.6,0,96,8,95,21.5,0.304
1613012400,16.6,80,13.2,920.4,0,31,7.2,96,21.4,0.304
1613016000,20.6,54,10.8,920.7,0,28,7.2,90,21.4,0.304
1613019600,23.5,36,7.5,921.3,0,29,9.7,63,21.5,0.304
1613023200,25.3,28,5.7,921.3,0,29,11.5,46,21.8,0.304
1613026800,26.6,26,5.5,920.2,0,29,11.7,43,22.1,0.304
1613030400,27.5,24,4.9,919.2,0,25,12,49,22.5,0.303
1613034000,28,22,4.5,918.3,0,20,11.6,60,22.9,0.303
1613037600,28,22,4.2,917.7,0,0,11.1,77,23.3,0.303
1613041200,27.6,22,3.8,917.5,0,0,11.2,84,23.6,0.303
1613044800,26.5,24,4,918.1,0,1,10.4,90,23.8,0.302
1613048400,23.8,29,4.6,918.4,0,0,8.7,97,23.9,0.302
1613052000,21.7,34,4.9,919,0,0,11,101,23.9,0.302
1613055600,20.2,39,5.8,919.2,0,0,12.9,103,23.9,0.302
1613059200,18.9,46,7,919.7,0,0,13.3,103,23.8,0.302
1613062800,17.8,54,8.4,919.9,0,1,13.7,104,23.6,0.302
1613066400,16.9,62,9.6,920,0,7,14.1,103,23.4,0.302
1613070000,16.2,70,10.7,919.8,0,5,12.9,103,23.3,0.302
1613073600,15.3,77,11.3,919,0,2,11.3,99,23.1,0.302
1613077200,14.4,84,11.7,918.2,0,8,9.4,94,22.8,0.302
1613080800,13.6,89,11.9,917.8,0,18,8.3,95,22.6,0.302
1613084400,12.9,93,11.8,917.7,0,21,7.2,93,22.4,0.302
1613088000,12.4,94,11.5,918.2,0,24,6.5,90,22.1,0.302
1613091600,11.8,95,11,918.6,0,27,6.5,87,21.8,0.302
1613095200,11.9,94,11,919.7,0,26,9,85,21.6,0.302
1613098800,16.2,66,9.8,920.4,0,24,7.9,87,21.5,0.302
1613102400,19.9,41,6.2,921,0,23,8.7,85,21.5,0.302
1613106000,22.8,27,2.8,921.8,0,17,8.3,72,21.6,0.302
1613109600,25.1,19,-0.1,921.9,0,11,8,54,21.8,0.302
1613113200,26.8,16,-1,920.8,0,0,8.4,47,22.2,0.302
1613116800,27.8,14,-1.8,920.2,0,0,8.7,48,22.6,0.301
1613120400,28.4,14,-1.9,919.1,0,2,8.5,54,23,0.301
1613124000,28.5,14,-1.9,918.4,0,3,7.6,59,23.4,0.301
1613127600,28,14,-1.7,918.2,0,10,7.9,66,23.7,0.301
1613131200,26.9,17,-0.4,918.9,0,12,6,73,23.9,0.3
1613134800,24.1,22,1.3,918.9,0,1,8.9,76,24,0.3
1613138400,21.5,29,2.7,919.2,0,0,9.4,86,24,0.3
1613142000,19.9,37,5,919.4,0,0,12,97,23.9,0.3
1613145600,18.7,48,7.5,920.6,0,0,13.7,104,23.8,0.3
1613149200,17.7,58,9.5,920.5,0,0,13.8,105,23.7,0.3
1613152800,16.8,68,10.9,920.5,0,0,13.5,106,23.5,0.3
1613156400,16.3,75,11.8,920.4,0,5,12.8,106,23.3,0.3
1613160000,15.5,82,12.4,919.9,0,12,11.6,106,23.1,0.3
1613163600,14.7,88,12.8,919.3,0,2,10.4,104,22.9,0.3
1613167200,14,93,13,918.9,0,0,9.7,105,22.7,0.3
1613170800,13.4,96,12.7,919,0,6,8.1,103,22.5,0.3
1613174400,12.8,97,12.4,919.2,0,57,7.4,104,22.2,0.3
1613178000,12.2,98,11.9,920.1,0,61,6.7,106,22,0.3
1613181600,12.6,98,12.2,921,0,70,7.3,99,21.7,0.3
1613185200,16.3,81,13,921.6,0,3,6.2,100,21.6,0.3
1613188800,20,50,9.4,922.2,0,0,5.1,98,21.6,0.3
1613192400,23.2,30,4.4,922.9,0,0,5.5,79,21.8,0.3
1613196000,25.5,20,0.6,923,0,0,6.5,56,22.1,0.3
1613199600,26.4,18,-0.1,921.9,0,0,7.1,45,22.4,0.3
1613203200,27.5,15,-1.1,921.5,0,0,7.1,45,22.8,0.299
1613206800,28,14,-1.7,920.7,0,0,6.6,49,23.2,0.299
1613210400,28.1,14,-2.1,920,0,0,5,60,23.6,0.299
1613214000,27.8,14,-2.6,919.9,0,0,4.8,63,23.9,0.299
1613217600,26.9,15,-2,920.1,0,0,3.8,73,24.1,0.299
1613221200,24.7,20,-0.1,920.6,0,0,8.4,80,24.2,0.299
1613224800,21.7,25,0.7,920,0,0,8.4,80,24.2,0.299
1613228400,19.9,30,1.9,920.1,0,0,9.4,88,24.2,0.299
1613232000,18.6,37,3.8,920.8,0,0,11.2,94,24,0.299
1613235600,17.5,46,5.8,921.4,0,0,12.1,100,23.9,0.299
1613239200,16.6,53,7.1,921.1,0,0,12.2,104,23.7,0.299
1613242800,16.3,62,9.1,920.9,0,0,11.9,104,23.5,0.299
1613246400,15.7,69,10,920.1,0,0,10.9,98,23.3,0.299
1613250000,15,75,10.7,919.6,0,0,9.4,94,23.1,0.299
1613253600,14.4,81,11.1,919.1,0,0,7.6,93,22.8,0.299
1613257200,13.6,87,11.5,918.7,0,0,6.1,90,22.6,0.299
1613260800,12.7,92,11.5,919.2,0,0,7.2,84,22.3,0.299
1613264400,12.6,91,11.2,919.5,0,0,6.6,81,22.1,0.299
1613268000,13.7,89,11.9,920.5,0,0,6.2,69,21.8,0.299
1613271600,18.3,69,12.5,921.3,0,0,3.7,79,21.7,0.299
1613275200,22.1,42,8.8,922,0,0,4.3,85,21.8,0.299
1613278800,24.6,30,6,923,0,0,4.6,72,22,0.298
1613282400,26.3,24,4.4,923,0,0,4.8,42,22.3,0.298
1613286000,27.3,24,5.1,921.9,0,0,5,21,22.6,0.298
1613289600,28.2,23,4.9,921,0,0,4.5,14,23,0.298
1613293200,28.6,22,4.8,920,0,0,3.4,18,23.5,0.297
1613296800,28.7,22,4.6,919.6,0,0,2.2,9,23.9,0.297
1613300400,28.5,22,4.4,919.3,0,0,1.8,11,24.2,0.297
1613304000,27.7,22,4.3,919.8,0,0,1.8,360,24.5,0.297
1613307600,26.1,26,5.3,920.5,0,0,4,355,24.6,0.297
1613311200,23.4,34,6.5,919.8,0,0,7.3,20,24.6,0.297
1613314800,21.2,38,6.3,919.8,0,6,7.7,37,24.6,0.297
1613318400,19.6,43,6.5,920.4,0,10,8.1,69,24.4,0.297
1613322000,18.8,47,7.4,921,0,15,11.5,92,24.3,0.297
1613325600,18.2,58,9.8,921.2,0,15,14,102,24.1,0.297
1613329200,17.5,73,12.7,921.1,0,6,14.3,102,23.9,0.297
1613332800,16.9,80,13.4,920.5,0,11,13.1,99,23.8,0.297
1613336400,16.4,84,13.7,920,0,7,11.1,103,23.6,0.297
1613340000,15.9,88,13.9,919.7,0,9,9.4,108,23.3,0.297
1613343600,15.5,91,14.1,919.5,0,15,8,108,23.1,0.297
1613347200,15.1,94,14.1,919.7,0,22,6.6,103,22.9,0.297
1613350800,14.6,96,13.9,919.9,0,23,5.4,94,22.7,0.297
1613354400,15.1,94,14.2,920.5,0,26,6.8,87,22.5,0.297
1613358000,19.7,71,14.3,921.5,0,28,4.5,104,22.4,0.297
1613361600,22.9,57,13.8,921.7,0,25,4.1,135,22.5,0.297
1613365200,24.9,48,13.2,922.5,0,22,2.3,129,22.7,0.297
1613368800,26.5,39,11.6,922.2,0,16,2.1,59,23,0.296
1613372400,27.8,34,10.7,921,0,10,1.9,22,23.4,0.296
1613376000,28.8,31,10.1,920.2,0,4,1.9,338,23.8,0.296
1613379600,29.4,29,9.5,919.2,0,8,2,315,24.3,0.296
1613383200,29.5,28,9,918.5,0,13,2.8,320,24.7,0.296
1613386800,29.2,27,8.5,918.2,0,14,2.9,330,25,0.295
1613390400,28.6,27,8,918.6,0,7,3.1,339,25.3,0.295
1613394000,27.2,31,8.6,918.9,0,5,3.7,349,25.4,0.295
1613397600,24.7,38,9.4,918.7,0,0,5.7,18,25.4,0.295
1613401200,22.5,41,8.5,918.4,0,0,7,35,25.3,0.295
1613404800,20.9,43,7.8,918.9,0,1,7.3,57,25.2,0.295
1613408400,20.1,44,7.4,919,0,2,10.9,82,25.1,0.295
1613412000,19.4,52,9.2,920.2,0,1,14.9,97,24.9,0.295
1613415600,18.4,69,12.7,919.8,0,0,15,101,24.7,0.295
1613419200,17.8,77,13.8,919.2,0,1,13.9,100,24.6,0.295
1613422800,17.2,82,14.1,918.5,0,2,12.8,101,24.4,0.295
1613426400,16.7,85,14.3,918.4,0,5,11.4,108,24.1,0.295
1613430000,16.4,88,14.5,918.3,0,7,10,111,23.9,0.295
1613433600,16,91,14.6,918.9,0,11,9,113,23.7,0.295
1613437200,15.7,94,14.8,919.2,0,19,8.7,114,23.5,0.295
1613440800,16.3,91,14.9,920.2,0,11,9,113,23.3,0.295
1613444400,19.2,70,13.6,920.7,0,3,8.2,119,23.2,0.295
1613448000,22.7,48,11,921.2,0,6,8.6,123,23.2,0.295
1613451600,25.3,36,9.1,922.1,0,5,8.2,119,23.4,0.295
1613455200,26.8,35,10,921.7,0,2,6.4,106,23.6,0.295
1613458800,28,31,9.3,920.5,0,6,5.1,98,24,0.295
1613462400,28.7,29,8.9,919.6,0,8,3.7,101,24.4,0.294
1613466000,29.2,27,8.6,918.9,0,5,2.4,117,24.8,0.294
1613469600,29.1,27,8.3,917.8,0,9,1.8,101,25.1,0.294
1613473200,28.8,27,8.1,917.7,0,15,1.6,117,25.4,0.294
1613476800,28.2,28,8,918,0,18,1.5,104,25.6,0.294
1613480400,26.8,33,9,918.2,0,16,3.2,90,25.7,0.294
1613484000,25.3,37,9.4,918.9,0,17,4.7,94,25.8,0.294
1613487600,23.6,41,9.5,919.3,0,19,8.9,104,25.7,0.294
1613491200,22.2,44,9.3,919.7,0,21,12.6,114,25.6,0.294
1613494800,21.2,47,9.6,919.9,0,2,14,116,25.5,0.294
1613498400,20.4,52,10.3,919.9,0,0,13.9,115,25.4,0.294
1613502000,19.1,59,11,919.3,0,0,13,109,25.2,0.294
1613505600,18.4,66,11.9,918.5,0,0,11.7,108,25,0.294
1613509200,17.8,71,12.5,917.9,0,2,10.1,107,24.8,0.294
1613512800,17.3,75,12.9,917.9,0,5,9.2,111,24.6,0.294
1613516400,16.9,79,13.2,917.6,0,8,8.6,112,24.4,0.294
1613520000,16.5,82,13.5,918.3,0,11,7.6,115,24.2,0.294
1613523600,16.3,85,13.8,918.7,0,9,6.8,115,23.9,0.294
1613527200,16.5,88,14.4,919.5,0,6,7.8,112,23.7,0.294
1613530800,20.2,67,13.8,920.3,0,10,6.5,124,23.7,0.294
1613534400,23.2,52,12.7,920.6,0,5,6.6,139,23.7,0.294
1613538000,25.1,47,13.1,920.9,0,3,4.8,138,23.9,0.294
1613541600,26.8,40,12,921,0,32,4.3,90,24.1,0.294
1613545200,27.6,37,11.8,920,0,27,5.5,79,24.5,0.293
1613548800,28.5,33,10.9,919.2,0,20,5.2,78,24.8,0.293
1613552400,29.1,30,10,918.3,0,17,4.7,81,25.2,0.293
1613556000,29,29,9.1,918,0,23,4.7,81,25.5,0.293
1613559600,28.7,28,8.2,917.3,0,22,4.9,73,25.8,0.293
1613563200,28.1,27,7.3,917.9,0,19,5.2,74,26,0.293
1613566800,26.4,30,7.4,918.2,0,29,5.7,72,26.1,0.293
1613570400,24.5,32,6.9,918.5,0,25,6.9,84,26.1,0.293
1613574000,23.3,35,6.9,918.9,0,26,10.9,98,26,0.293
1613577600,21.8,43,8.7,919.8,0,17,15.4,106,25.9,0.293
1613581200,20.5,55,11.1,920,0,4,17.5,109,25.8,0.293
1613584800,19,68,12.9,919.8,0,1,16.4,105,25.6,0.293
1613588400,18.1,78,14.2,919.7,0,5,15.5,103,25.4,0.293
1613592000,17.3,85,14.8,918.9,0,23,15,107,25.2,0.293
1613595600,17,89,15.2,918.2,0,40,14,108,25,0.293
1613599200,17,89,15.2,918.3,0,75,12.8,112,24.8,0.293
1613602800,16.7,90,15.1,918.2,0,85,12,111,24.6,0.293
1613606400,16.4,91,15,919,0,94,11.3,112,24.4,0.293
1613610000,16.3,92,15,919.8,0,88,11.6,116,24.2,0.293
1613613600,16.4,90,14.8,920.8,0,94,12.1,113,24,0.293
1613617200,17.9,78,14.1,921.3,0,28,13.4,114,23.8,0.293
1613620800,20.3,63,13,921.8,0,5,13.4,121,23.8,0.293
1613624400,22.9,50,12,922.3,0,3,11.6,126,23.9,0.293
